1544682597120223923,0.790099202,-0.6118743853,-0.03678298011,316995.2876,0.6117577259,0.7908901141,-0.01566244618,4155550.097,0.03867474497,-0.01012738603,0.9992005305,17.42392609
1544682597130423772,0.7901092933,-0.6118875087,-0.03634530792,316995.3624,0.6117710134,0.7908821696,-0.01554416332,4155550.154,0.03825613535,-0.009953417966,0.9992183933,17.42971698
1544682597140624711,0.7901528923,-0.6118460919,-0.03609385954,316995.4371,0.6117316976,0.7909149614,-0.01542251318,4155550.212,0.03798337795,-0.009893614577,0.9992293928,17.43543982
1544682597150864441,0.7901827592,-0.6118253916,-0.03578962729,316995.5118,0.6117084743,0.7909331724,-0.01540971243,4155550.27,0.03773525679,-0.00971632922,0.9992405333,17.4411084
1544682597161037975,0.7901800894,-0.6118467046,-0.0354829055,316995.5866,0.6117301439,0.790918119,-0.01532188449,4155550.328,0.03743871741,-0.009598914829,0.9992528225,17.44672464
1544682597171245371,0.7901988961,-0.61183288,-0.03530200511,316995.6613,0.6117244709,0.7909276085,-0.01505622626,4155550.385,0.03713322475,-0.009697687026,0.9992632679,17.45228475
1544682597181437690,0.7902259845,-0.6118200026,-0.03491672895,316995.7361,0.6117149461,0.7909386048,-0.01486432795,4155550.443,0.03671128204,-0.009612906783,0.9992796775,17.45778513
1544682597191645789,0.7902312227,-0.6118340357,-0.03455036193,316995.8106,0.6117293321,0.7909294464,-0.01475923964,4155550.501,0.03635710379,-0.009472257839,0.9992939695,17.463211
1544682597201828362,0.790244102,-0.6118383305,-0.03417772319,316995.8853,0.6117340401,0.7909278174,-0.01465101115,4155550.559,0.0359961622,-0.009329801537,0.9993083764,17.46857852
1544682597212028508,0.7902547502,-0.6118349282,-0.03399191944,316995.9597,0.6117337094,0.7909305432,-0.01451704913,4155550.616,0.03576728501,-0.009321835933,0.9993166689,17.47387097
1544682597222171242,0.7902588151,-0.6118441433,-0.03373054422,316996.0344,0.6117413645,0.7909250613,-0.01449311788,4155550.674,0.03554586205,-0.009181054985,0.9993258728,17.47912643
1544682597232172163,0.7902754584,-0.6118449804,-0.03332296507,316996.1095,0.6117379305,0.7909274183,-0.01450943095,4155550.732,0.03523356922,-0.008918474498,0.99933931,17.48434926
1544682597242633935,0.7902982907,-0.6118409661,-0.03285185199,316996.1843,0.6117307837,0.7909334769,-0.01448045924,4155550.79,0.03484336769,-0.008652606977,0.9993553283,17.48950188
1544682597252841414,0.7903205788,-0.6118373047,-0.03238047985,316996.2591,0.6117248649,0.7909389885,-0.01442935892,4155550.848,0.03443940404,-0.008404125368,0.9993714516,17.49459
1544682597263049705,0.7903437282,-0.6118243536,-0.03205856967,316996.3337,0.6117119385,0.7909504292,-0.0143500164,4155550.905,0.03413642895,-0.008269164339,0.9993829723,17.49959788
1544682597273224419,0.7903462572,-0.6118330802,-0.03182885371,316996.4083,0.6117187925,0.790945132,-0.01434981817,4155550.963,0.03395457034,-0.008128982873,0.9993903176,17.50455277
1544682597283424936,0.7903378704,-0.6118602404,-0.03151344321,316996.4831,0.6117398135,0.7909269198,-0.01445712582,4155551.021,0.03377057104,-0.007852013837,0.9993987666,17.50947008
1544682597293625381,0.7903484752,-0.6118603075,-0.03124503443,316996.558,0.6117376237,0.7909285216,-0.01446214844,4155551.079,0.03356140347,-0.007683626149,0.9994071214,17.51434512
1544682597303826336,0.79036836,-0.6118483475,-0.03097507788,316996.6329,0.6117273962,0.7909385059,-0.01434827279,4155551.137,0.03327834881,-0.007607882904,0.9994171661,17.51916852
1544682597314028262,0.7903789295,-0.6118500194,-0.03067086347,316996.7078,0.6117319549,0.7909378084,-0.01419150729,4155551.195,0.03294181954,-0.007545678927,0.9994287866,17.52394188
1544682597324229212,0.7904011328,-0.6118421908,-0.03025199455,316996.7827,0.6117241377,0.79094557,-0.01409556446,4155551.253,0.03255194211,-0.007364725167,0.9994429109,17.52865087
