1559193240134086656.000000000,332458.496648,4140612.073825,19.656484,0.72047706,-0.00190398,0.00767849,0.69343364
1559193240144289024.000000000,332458.498373,4140612.111203,19.655758,0.72042827,-0.00189883,0.00784364,0.69348250
1559193240154517248.000000000,332458.499949,4140612.147668,19.655021,0.72037252,-0.00194267,0.00799486,0.69353856
1559193240164699904.000000000,332458.501558,4140612.185153,19.654280,0.72030784,-0.00198428,0.00815683,0.69360374
1559193240174895360.000000000,332458.503148,4140612.222359,19.653511,0.72026254,-0.00197028,0.00825863,0.69364961
1559193240185095424.000000000,332458.505029,4140612.259621,19.652743,0.72023312,-0.00190812,0.00843377,0.69367823
1559193240195295232.000000000,332458.506645,4140612.296608,19.651960,0.72020822,-0.00184179,0.00849727,0.69370348
1559193240205498368.000000000,332458.508402,4140612.333767,19.651184,0.72019617,-0.00178254,0.00862593,0.69371456
1559193240215720960.000000000,332458.510230,4140612.371006,19.650406,0.72019855,-0.00172533,0.00878688,0.69371021
1559193240225993984.000000000,332458.512163,4140612.408442,19.649625,0.72020975,-0.00168819,0.00901028,0.69369581
1559193240236094720.000000000,332458.513950,4140612.446772,19.648833,0.72023139,-0.00165789,0.00918147,0.69367117
1559193240246298624.000000000,332458.515866,4140612.484186,19.648035,0.72025264,-0.00163979,0.00937603,0.69364655
1559193240256501504.000000000,332458.517625,4140612.522452,19.647220,0.72026911,-0.00160188,0.00952815,0.69362747
1559193240266701824.000000000,332458.519330,4140612.559648,19.646402,0.72028568,-0.00156050,0.00965462,0.69360860
1559193240276901120.000000000,332458.521199,4140612.597717,19.645574,0.72031224,-0.00147848,0.00976907,0.69357960
1559193240287131904.000000000,332458.523030,4140612.635778,19.644742,0.72034173,-0.00138220,0.00989518,0.69354738
1559193240297372160.000000000,332458.524802,4140612.672820,19.643912,0.72036869,-0.00129430,0.01000480,0.69351797
1559193240307502080.000000000,332458.526621,4140612.710932,19.643080,0.72039022,-0.00123169,0.01011719,0.69349410
1559193240317705984.000000000,332458.528483,4140612.749096,19.642247,0.72041082,-0.00117167,0.01024939,0.69347085
1559193240327912448.000000000,332458.530253,4140612.787173,19.641408,0.72042751,-0.00109166,0.01036533,0.69345193
1559193240338145536.000000000,332458.532162,4140612.825135,19.640568,0.72043740,-0.00097966,0.01046594,0.69344031
1559193240348360704.000000000,332458.534127,4140612.863024,19.639721,0.72044547,-0.00084051,0.01056329,0.69343063
1559193240358499072.000000000,332458.535945,4140612.900842,19.638878,0.72044908,-0.00069626,0.01063615,0.69342592
1559193240368697088.000000000,332458.537760,4140612.938654,19.638040,0.72044170,-0.00057210,0.01068562,0.69343294
1559193240378900224.000000000,332458.539551,4140612.976524,19.637206,0.72042502,-0.00046542,0.01074104,0.69344950
1559193240389112832.000000000,332458.541377,4140613.014440,19.636377,0.72040523,-0.00036108,0.01081359,0.69346899
1559193240399316736.000000000,332458.543105,4140613.053333,19.635550,0.72038201,-0.00025163,0.01088140,0.69349210
1559193240409511168.000000000,332458.544914,4140613.091147,19.634722,0.72035565,-0.00012971,0.01092914,0.69351876
1559193240419707136.000000000,332458.546642,4140613.128859,19.633899,0.72032592,-0.00000263,0.01093859,0.69354951
1559193240429903872.000000000,332458.548309,4140613.167515,19.633083,0.72028961,0.00012363,0.01092346,0.69358744
1559193240440107264.000000000,332458.549894,4140613.205179,19.632277,0.72025318,0.00025200,0.01091379,0.69362540
1559193240450309888.000000000,332458.551611,4140613.242942,19.631477,0.72022384,0.00036593,0.01093154,0.69365553
1559193240460504064.000000000,332458.553297,4140613.281723,19.630684,0.72019745,0.00047008,0.01094649,0.69368262
1559193240470714880.000000000,332458.554786,4140613.319467,19.629900,0.72016857,0.00056215,0.01093287,0.69371276
1559193240480909056.000000000,332458.556322,4140613.358158,19.629120,0.72014281,0.00065461,0.01089786,0.69373996
1559193240491098112.000000000,332458.557801,4140613.395798,19.628349,0.72012024,0.00074614,0.01084005,0.69376420
1559193240501310464.000000000,332458.559235,4140613.434415,19.627581,0.72010287,0.00085436,0.01078950,0.69378290
1559193240511499520.000000000,332458.560739,4140613.473005,19.626825,0.72009392,0.00096209,0.01072777,0.69379301
1559193240521716992.000000000,332458.562262,4140613.510597,19.626081,0.72008644,0.00107343,0.01067009,0.69380150
1559193240531909632.000000000,332458.563595,4140613.549149,19.625342,0.72007718,0.00117464,0.01058544,0.69381224
1559193240542112768.000000000,332458.565036,4140613.587781,19.624621,0.72007487,0.00126091,0.01051890,0.69381550
1559193240552319744.000000000,332458.566468,4140613.625384,19.623904,0.72007893,0.00135154,0.01044497,0.69381223
1559193240562586112.000000000,332458.567837,4140613.664007,19.623199,0.72008361,0.00144573,0.01038282,0.69380812
1559193240572717824.000000000,332458.569246,4140613.702558,19.622500,0.72008920,0.00154263,0.01029338,0.69380344
1559193240582900224.000000000,332458.570626,4140613.741104,19.621813,0.72009368,0.00163501,0.01019668,0.69380000
1559193240593115904.000000000,332458.571914,4140613.779606,19.621135,0.72009664,0.00171770,0.01007151,0.69379856
1559193240603312128.000000000,332458.573276,4140613.818120,19.620468,0.72010436,0.00181290,0.00996466,0.69379185
1559193240613524736.000000000,332458.574583,4140613.856615,19.619817,0.72011188,0.00190106,0.00984212,0.69378555
1559193240623726592.000000000,332458.575761,4140613.896152,19.619178,0.72011490,0.00197450,0.00972211,0.69378391
1559193240633927936.000000000,332458.576945,4140613.934744,19.618556,0.72011409,0.00201670,0.00959310,0.69378643
1559193240644114176.000000000,332458.578039,4140613.973367,19.617942,0.72011236,0.00203385,0.00945121,0.69379012
1559193240654309632.000000000,332458.579253,4140614.013061,19.617339,0.72010825,0.00206051,0.00934926,0.69379569
1559193240664516608.000000000,332458.580424,4140614.051644,19.616744,0.72010003,0.00210183,0.00921538,0.69380588
1559193240674707968.000000000,332458.581625,4140614.090270,19.616156,0.72008745,0.00214022,0.00909620,0.69382040
1559193240684903680.000000000,332458.582695,4140614.129856,19.615583,0.72007049,0.00216008,0.00894118,0.69383995
1559193240695135232.000000000,332458.583937,4140614.168622,19.615022,0.72005052,0.00215637,0.00883807,0.69386201
1559193240705397248.000000000,332458.585091,4140614.208414,19.614468,0.72003209,0.00214946,0.00874265,0.69388237
1559193240715588096.000000000,332458.586378,4140614.248364,19.613924,0.72001494,0.00213669,0.00870759,0.69390064
1559193240725741312.000000000,332458.587649,4140614.287272,19.613381,0.72000277,0.00212941,0.00866100,0.69391387
1559193240735919104.000000000,332458.588897,4140614.327199,19.612841,0.71998513,0.00211323,0.00861314,0.69393282
1559193240746102528.000000000,332458.590106,4140614.367014,19.612299,0.71996580,0.00211282,0.00853423,0.69395385
1559193240756350976.000000000,332458.591302,4140614.406887,19.611768,0.71994881,0.00209763,0.00846424,0.69397238
1559193240766634240.000000000,332458.592579,4140614.446911,19.611245,0.71993629,0.00206695,0.00844242,0.69398572
1559193240776784640.000000000,332458.593889,4140614.488134,19.610724,0.71992659,0.00200128,0.00846861,0.69399566
1559193240786916608.000000000,332458.595263,4140614.528387,19.610202,0.71992248,0.00192155,0.00849333,0.69399985
1559193240797138688.000000000,332458.596508,4140614.568626,19.609674,0.71992086,0.00183934,0.00850924,0.69400156
1559193240807351296.000000000,332458.597794,4140614.608802,19.609138,0.71991935,0.00177899,0.00852084,0.69400314
1559193240817519360.000000000,332458.599091,4140614.649934,19.608597,0.71992122,0.00172982,0.00852612,0.69400126
1559193240827712256.000000000,332458.600454,4140614.691046,19.608055,0.71992342,0.00167834,0.00851988,0.69399918
1559193240837910528.000000000,332458.601677,4140614.731241,19.607513,0.71992178,0.00160094,0.00852226,0.69400103
1559193240848124928.000000000,332458.602898,4140614.772607,19.606975,0.71992433,0.00148692,0.00855912,0.69399820
1559193240858372096.000000000,332458.604181,4140614.813070,19.606433,0.71993214,0.00134482,0.00860791,0.69398977
1559193240868558848.000000000,332458.605297,4140614.854489,19.605880,0.71993517,0.00119837,0.00863350,0.69398659
1559193240878772480.000000000,332458.606368,4140614.894792,19.605319,0.71993479,0.00106710,0.00862563,0.69398729
1559193240889047040.000000000,332458.607512,4140614.936020,19.604749,0.71993322,0.00094579,0.00859660,0.69398945
1559193240899204608.000000000,332458.608498,4140614.976246,19.604175,0.71992343,0.00081339,0.00855458,0.69400030
1559193240909336320.000000000,332458.609464,4140615.017634,19.603603,0.71990803,0.00064218,0.00854134,0.69401662
1559193240919526400.000000000,332458.610572,4140615.059267,19.603027,0.71989352,0.00042777,0.00858677,0.69403127
1559193240929776128.000000000,332458.611605,4140615.101034,19.602439,0.71987584,0.00018984,0.00866485,0.69404875
1559193240939957504.000000000,332458.612737,4140615.141685,19.601831,0.71985533,-0.00002365,0.00871883,0.69406937
1559193240950119936.000000000,332458.613706,4140615.184086,19.601199,0.71983177,-0.00019714,0.00870862,0.69409390
1559193240960381184.000000000,332458.614757,4140615.225364,19.600558,0.71980004,-0.00034867,0.00866878,0.69412724
1559193240970559744.000000000,332458.615633,4140615.265676,19.599915,0.71976440,-0.00052277,0.00862019,0.69416469
1559193240980779520.000000000,332458.616615,4140615.308174,19.599267,0.71973034,-0.00073498,0.00861067,0.69419993
1559193240990947328.000000000,332458.617558,4140615.349854,19.598614,0.71969506,-0.00097308,0.00865136,0.69423572
1559193241001201408.000000000,332458.618563,4140615.391575,19.597949,0.71965922,-0.00120749,0.00871365,0.69427172
1559193241011435008.000000000,332458.619620,4140615.433168,19.597258,0.71962375,-0.00142451,0.00873944,0.69430775
1559193241021650432.000000000,332458.620529,4140615.475526,19.596551,0.71958465,-0.00160163,0.00870702,0.69434830
1559193241031750400.000000000,332458.621582,4140615.516741,19.595830,0.71954483,-0.00173970,0.00865479,0.69438988
1559193241042000128.000000000,332458.622654,4140615.558022,19.595110,0.71951173,-0.00186682,0.00864148,0.69442402
1559193241052137216.000000000,332458.623754,4140615.600401,19.594380,0.71948336,-0.00200933,0.00865438,0.69445285
1559193241062396416.000000000,332458.625040,4140615.642877,19.593645,0.71945386,-0.00215450,0.00870518,0.69448234
1559193241072636928.000000000,332458.626262,4140615.685292,19.592898,0.71942442,-0.00227949,0.00875098,0.69451186
1559193241082840320.000000000,332458.627717,4140615.726538,19.592134,0.71939489,-0.00232123,0.00881190,0.69454154
1559193241092968704.000000000,332458.629373,4140615.768441,19.591354,0.71936771,-0.00226965,0.00882399,0.69456971
1559193241103237120.000000000,332458.631080,4140615.810170,19.590573,0.71934573,-0.00215022,0.00883270,0.69459275
1559193241113443584.000000000,332458.632748,4140615.851840,19.589795,0.71932775,-0.00202629,0.00882154,0.69461187
1559193241123953152.000000000,332458.634491,4140615.893732,19.589036,0.71930064,-0.00195474,0.00884967,0.69463980
1559193241133813504.000000000,332458.636105,4140615.935829,19.588283,0.71927513,-0.00193203,0.00891380,0.69466545
1559193241143932672.000000000,332458.637608,4140615.978139,19.587534,0.71926111,-0.00197700,0.00899837,0.69467876
1559193241154201088.000000000,332458.639092,4140616.021386,19.586778,0.71924580,-0.00201251,0.00906609,0.69469362
1559193241164325632.000000000,332458.640790,4140616.063379,19.586010,0.71921809,-0.00197136,0.00910534,0.69472192
1559193241174618880.000000000,332458.642611,4140616.105028,19.585232,0.71919669,-0.00181188,0.00912198,0.69474429
1559193241184810752.000000000,332458.644513,4140616.146372,19.584456,0.71918226,-0.00157109,0.00909348,0.69476018
1559193241194940672.000000000,332458.646686,4140616.187760,19.583695,0.71916747,-0.00128417,0.00913155,0.69477558
1559193241205241344.000000000,332458.649274,4140616.229443,19.582954,0.71915917,-0.00099497,0.00929651,0.69478247
1559193241215437056.000000000,332458.652106,4140616.271329,19.582221,0.71917259,-0.00067802,0.00957666,0.69476515
1559193241225619968.000000000,332458.654974,4140616.314280,19.581485,0.71918652,-0.00036711,0.00987788,0.69474674
1559193241235846144.000000000,332458.657914,4140616.355981,19.580747,0.71919160,0.00001073,0.01014273,0.69473777
1559193241246045952.000000000,332458.661028,4140616.398541,19.580004,0.71918654,0.00043355,0.01039415,0.69473916
1559193241256228096.000000000,332458.664193,4140616.439910,19.579264,0.71917821,0.00092729,0.01063837,0.69474360
1559193241266437888.000000000,332458.667332,4140616.482165,19.578539,0.71916272,0.00141930,0.01083238,0.69475580
1559193241276614144.000000000,332458.670401,4140616.524576,19.577831,0.71914958,0.00188468,0.01106454,0.69476465
1559193241286824704.000000000,332458.673463,4140616.567265,19.577141,0.71913528,0.00226938,0.01133080,0.69477400
1559193241297037312.000000000,332458.676364,4140616.609102,19.576465,0.71912273,0.00261009,0.01161472,0.69478111
1559193241307219712.000000000,332458.679148,4140616.651910,19.575795,0.71912412,0.00291328,0.01184711,0.69477453
1559193241317419008.000000000,332458.681708,4140616.694638,19.575129,0.71912806,0.00320816,0.01203738,0.69476589
1559193241327628288.000000000,332458.684205,4140616.737223,19.574467,0.71911679,0.00349921,0.01216316,0.69477396
1559193241337799424.000000000,332458.686431,4140616.780718,19.573814,0.71910339,0.00377458,0.01223390,0.69478515
1559193241347963904.000000000,332458.688665,4140616.823355,19.573182,0.71909811,0.00400113,0.01231502,0.69478791
1559193241358223872.000000000,332458.690707,4140616.866330,19.572569,0.71908869,0.00413752,0.01244533,0.69479454
1559193241368439808.000000000,332458.692673,4140616.910607,19.571970,0.71907056,0.00417383,0.01259982,0.69481030
1559193241378632192.000000000,332458.694505,4140616.953862,19.571368,0.71905121,0.00418716,0.01272124,0.69482803
1559193241388816128.000000000,332458.696204,4140616.996839,19.570751,0.71904127,0.00425297,0.01277936,0.69483685
1559193241399013120.000000000,332458.697953,4140617.040622,19.570131,0.71904119,0.00434970,0.01278773,0.69483618
1559193241409171200.000000000,332458.699549,4140617.083444,19.569522,0.71903255,0.00440677,0.01277132,0.69484507
1559193241419377408.000000000,332458.700786,4140617.127511,19.568929,0.71900814,0.00435871,0.01274905,0.69487104
1559193241429616896.000000000,332458.701906,4140617.171898,19.568353,0.71897581,0.00419858,0.01274630,0.69490552
1559193241439815168.000000000,332458.702919,4140617.216499,19.567778,0.71894055,0.00397095,0.01276432,0.69494301
1559193241450023168.000000000,332458.703807,4140617.260089,19.567187,0.71891294,0.00374090,0.01277542,0.69497265
